STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
418,28052,4400,GASTONIA,NC,South,South Atlantic,2,4,5,6,3,4,40000,11.775,274,562,164,262,588,173,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,497.51,1013.35,13339,360,0.04045853,Emerging suburban,79810,31215,20258,29292,24788,5008,9199,65.45,31215,45.15,0.640684125,0.267685754,0.004723719,0.009911039,0.02402691,0.015537402,0.247387545
419,39440,6000,LAUREL,MS,South,East South Central,4,2,5,7,4,4,42000,11.2875,102,445,141,166,624,236,Yes,Greater than 10,No,0,0,0,0,1,1,0,0,933.97,496.85,10879,427,0.065541059,Emerging suburban,34960,13030,9492,11587,10111,2169,3721,108.52,13030,51.85,0.516704806,0.420366133,0.001716247,0.007008009,0.030775134,0.0257099,0.544708238
421,32254,5074,JACKSONVILLE,FL,South,South Atlantic,2,5,7,7,2,4,43000,10.8125,377,601,238,395,738,250,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,893.23,707.98,10490,387,0.197147224,Suburban,214181,85183,63838,68907,56224,13248,25798,89.52,85183,58.95,0.425649334,0.51231902,0.003842544,0.021295073,0.02457063,0.01796133,0.095517343
423,70805,7875,BATON ROUGE,LA,South,West South Central,6,6,8,12,0,4,45000,11.32,597,923,595,589,954,809,Yes,Greater than 10,Yes,0,0,0,0,1,0,1,0,486.35,847.37,10385,291,0.069186876,Suburban,115614,43449,44762,26425,20129,6767,12285,54.96,43449,70.79,0.155015829,0.819943951,0.001755843,0.005362672,0.032175654,0.027089231,0.143434186
435,80011,5568,AURORA,CO,West,Mountain,0,2,4,4,1,5,49000,11.872,431,322,541,339,296,371,Yes,Greater than 10,No,0,0,0,1,0,0,0,0,614.87,1149.33,13505,487,0.067714127,Urban,219951,82528,61285,76884,63142,9458,21080,47.86,82528,97.12,0.553327787,0.184913913,0.011075194,0.044728144,0.034303509,0.032304188,0.096266896
436,89502,4808,RENO,NV,West,Mountain,3,2,8,2,2,4,49000,12.77,400,258,242,418,276,303,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1175.05,1901.41,17698,450,0.031567871,Suburban,159734,66287,43078,58099,49271,8468,21051,68.11,66287,75.58,0.728805389,0.028948126,0.01581379,0.05356405,0.02425815,0.02038107,0.1672781
440,36203,4200,OXFORD,AL,South,East South Central,1,2,4,9,2,4,41000,11.4,94,184,93,98,202,80,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,359.46,266.51,8966,366,0.098466505,Emerging suburban,44579,18092,9285,17901,15659,2937,5770,122,18092,53,0.635074811,0.307566343,0.003768591,0.00989255,0.019290294,0.011109883,0.511922654
441,32806,6000,ORLANDO,FL,South,South Atlantic,1,1,2,3,2,3,45000,11.53333333,459,508,437,398,395,379,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,740.39,644.67,9493,266,0.140815246,Urban,182602,77742,57770,63092,53497,9981,21558,44.98,77742,53.35,0.732346853,0.13198103,0.004238727,0.027935072,0.017480898,0.011679658,0.152073909
443,35206,7000,BIRMINGHAM,AL,South,East South Central,6,4,11,7,2,3,45000,10.96666667,467,683,287,559,692,408,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,530.92,461.8,8777,240,0.075614367,Suburban,128342,52683,41846,37613,30422,8644,16269,76.55,52683,61.85,0.352526842,0.598619314,0.002524505,0.00949806,0.021240248,0.014843498,0.17486871
444,36116,5000,MONTGOMERY,AL,South,East South Central,3,5,8,8,2,5,42000,10.1,408,996,474,521,1328,827,No,Between 1 and 10,Yes,1,0,0,0,0,1,0,0,980.18,597.32,9392,213,0.03825431,Suburban,108946,44033,34766,36145,31075,4396,11154,51.51,44033,71.73,0.320975529,0.625117031,0.002469113,0.014511777,0.021347626,0.014103059,0.226332311
445,36301,3750,DOTHAN,AL,South,East South Central,3,2,5,6,1,4,46000,10.78,175,596,135,177,592,115,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,490.76,577.12,11483,342,0.100558659,Emerging suburban,62034,25260,14349,23322,20549,3847,7816,128.31,25260,48.18,0.602169778,0.351452429,0.00417513,0.008043976,0.017656374,0.009659541,0.352161718
447,36330,5630,ENTERPRISE,AL,South,East South Central,0,3,2,5,2,4,44000,10.4725,102,547,223,103,391,115,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,146.74,1076.31,11499,374,0.114443085,Emerging suburban,35749,14051,7309,14937,13486,1621,4311,112.5,14051,50.89,0.698704859,0.186606618,0.006909284,0.019133402,0.021777809,0.009252011,0.700830793
453,35214,4200,FORESTDALE,AL,South,East South Central,2,1,4,5,2,4,44000,11.59,199,350,176,228,470,235,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,690.66,285.75,8918,311,0.050169382,Emerging suburban,63158,25102,21117,16885,13296,5948,8218,80.75,25102,72.49,0.19587384,0.774422876,0.00220083,0.003071662,0.024061828,0.015695961,0.268675386
459,35007,5600,ALABASTER,AL,South,East South Central,1,0,2,4,1,4,51000,11.2475,26,53,22,27,46,27,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1167.01,729.43,13943,390,0.045433364,Emerging suburban,67111,24230,13029,29380,27542,2737,6728,107.28,24230,48.37,0.805218221,0.121604506,0.00347186,0.011801344,0.025877012,0.015641766,0.432254027
462,77520,3900,BAYTOWN,TX,South,West South Central,7,2,9,7,4,3,39000,10.86333333,283,378,258,205,395,181,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,831.92,1002.24,9377,347,0.079259936,Emerging suburban,76234,26253,17666,29872,25712,3600,6419,49.08,26253,60.37,0.619434898,0.160532046,0.006807986,0.014652255,0.043652154,0.031577344,0.283666081
468,77575,5920,LIBERTY,TX,South,West South Central,5,5,8,13,2,4,44000,10.5625,30,26,27,30,26,27,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,763.36,566.46,9379,352,0.100946372,Emerging suburban,11207,3927,2300,4598,3966,654,1271,69.86,3927,49.46,0.701704292,0.158650843,0.003836888,0.005532257,0.033104151,0.024446142,2.145712501
469,77701,4800,BEAUMONT,TX,South,West South Central,6,3,5,10,2,4,48000,12.0775,265,305,239,237,382,176,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,494.84,696.62,10735,450,0.05634861,Suburban,101093,40038,27978,34404,27046,5661,11797,78.34,40038,65.27,0.381777176,0.482288586,0.006034048,0.028864511,0.024826415,0.016459364,0.233952895
471,77338,5479,HUMBLE,TX,South,West South Central,5,1,3,9,1,4,51000,12.94,226,665,490,284,761,533,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,590.06,941.67,12552,433,0.043530713,Suburban,80403,27649,19730,31042,26595,2762,7789,53.63,27649,63.59,0.550402348,0.262316083,0.006343047,0.027673097,0.041050309,0.030670187,0.30883176
472,77076,5103,HOUSTON,TX,South,West South Central,4,4,3,6,3,3,60000,10.80666667,559,732,935,614,884,1111,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,491.84,2017.67,8015,311,0.050299208,Urban,279571,90450,81787,95210,76961,8398,22490,66.02,90450,72.85,0.492780009,0.220276781,0.008920811,0.014980095,0.056561636,0.057545605,0.061962793
473,77033,1932,HOUSTON,TX,South,West South Central,6,5,6,10,3,4,42000,10.625,408,494,406,381,552,408,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,490.72,451,7891,280,0.065405279,Urban,295329,104609,103333,90936,71306,14841,22417,68.69,104609,79,0.400499104,0.340230726,0.005817241,0.055172367,0.04254892,0.041631217,0.063901615
474,77055,5088,HOUSTON,TX,South,West South Central,1,4,3,5,1,2,39000,12.69,212,239,204,273,261,254,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,283.83,938.02,8251,309,0.09221128,Urban,136888,48753,32963,56172,46588,6186,11314,43.38,48753,59.6,0.68681696,0.045504354,0.006465139,0.076719654,0.035587554,0.030726314,0.283552978
477,77086,2940,HOUSTON,TX,South,West South Central,4,1,8,5,2,4,46000,11.3025,324,570,579,265,537,480,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,892.57,1149.46,11619,405,0.047980097,Urban,179118,53902,50361,64891,55175,4309,13858,46.99,53902,78.11,0.414838263,0.269425742,0.008664679,0.085759109,0.064246225,0.059886461,0.107917686
478,77539,4000,DICKINSON,TX,South,West South Central,3,0,3,4,1,3,40000,12.35,93,335,137,102,346,129,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,722.75,848.5,9561,518,0.091245376,Emerging suburban,88328,31343,16853,39605,36829,3185,8095,86.86,31343,58.42,0.702755638,0.139502762,0.005547505,0.039692963,0.032064576,0.018600645,0.333993751
480,78629,5000,GONZALES,TX,South,West South Central,1,4,3,10,1,4,45000,10.8475,88,172,74,91,206,79,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,418.38,827.13,12344,554,0.086806644,Rural,12841,4334,2840,5376,4840,688,987,494.82,4334,47.91,0.690133167,0.095709057,0.010357449,0.004750409,0.037840332,0.036225196,1.304571295
482,75051,4308,GRAND PRAIRIE,TX,South,West South Central,3,0,8,5,0,5,50000,10.74,310,451,245,229,378,238,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1037.66,1807.05,11913,428,0.098662978,Suburban,170261,53559,42422,63487,54338,5435,12792,50.47,53559,71.35,0.503955692,0.189092041,0.009133037,0.051885047,0.05685319,0.04563192,0.105954975
485,76110,3652,FORT WORTH,TX,South,West South Central,7,4,11,8,2,3,42000,11.20666667,397,451,298,305,314,247,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,999.72,1105.47,8259,401,0.094530882,Urban,224079,72282,64631,74546,60988,9657,20531,73.97,72282,62.19,0.54653939,0.201897545,0.007617849,0.021135403,0.053152929,0.05077336,0.080650128
486,76013,3387,ARLINGTON,TX,South,West South Central,5,5,7,11,4,5,43000,10.808,306,392,233,313,424,246,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,773.54,1088,11861,370,0.142362447,Urban,220132,77629,59856,81139,71334,8307,19279,51.71,77629,61.47,0.58563044,0.165196337,0.007622699,0.066096706,0.038220253,0.029744039,0.10522323
488,76021,4583,BEDFORD,TX,South,West South Central,1,2,4,9,0,5,52000,11.472,165,259,160,149,269,143,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1127.41,1296.27,12690,392,0.060447186,Suburban,198870,80606,43992,86860,79969,8001,22442,76.91,80606,50.81,0.747996178,0.078840449,0.006411223,0.063694876,0.020296256,0.012678957,0.168139991
490,76240,4640,GAINESVILLE,TX,South,West South Central,0,0,2,4,0,4,45000,11.785,60,261,82,68,331,87,No,Greater than 10,No,0,0,0,0,1,0,0,0,993.38,907.89,10303,462,0.067504383,Emerging suburban,19851,7286,3939,8495,7773,1184,1645,134.17,7286,42.38,0.771447282,0.047100902,0.012996826,0.011737444,0.033763382,0.023606917,1.093899552
498,75206,4000,DALLAS,TX,South,West South Central,5,0,6,12,0,4,46000,11.5325,617,550,870,577,475,787,No,Greater than 10,Yes,0,0,0,1,0,0,0,0,892.53,831.34,10609,338,0.035968926,Urban,171541,81766,69758,53639,45016,5863,14481,32.09,81766,57.95,0.692674055,0.12721157,0.006482415,0.030995505,0.01638823,0.013538635,0.272786098
500,78201,4364,SAN ANTONIO,TX,South,West South Central,1,0,3,7,1,4,44000,10.88,437,499,482,334,386,311,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,441.22,1214.65,11314,513,0.118997912,Urban,276776,98473,82157,91860,69100,15312,29310,52.68,98473,65.49,0.735659884,0.044552273,0.012128942,0.012952713,0.038772049,0.03671057,0.062111599
503,78202,4700,SAN ANTONIO,TX,South,West South Central,3,8,8,11,2,3,44000,11.34666667,696,951,887,554,911,571,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,1,0,0,794.81,499.7,10418,489,0.117746208,Urban,204595,68646,60478,67435,51182,11590,20664,50.34,68646,65.43,0.671218749,0.111874679,0.011593636,0.007654146,0.041590187,0.040322816,0.078154403
508,78723,4688,AUSTIN,TX,South,West South Central,6,5,8,11,3,4,41000,10.625,491,701,716,328,442,425,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,455.3,862.54,9606,339,0.127635542,Suburban,106761,36914,35415,31275,24213,3617,9922,47.41,36914,70.45,0.48247019,0.225737863,0.013628572,0.022470752,0.043235629,0.047461668,0.164282837
514,92507,4116,RIVERSIDE,CA,West,Pacific,3,2,6,5,1,5,0,13.146,283,180,419,279,181,455,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,523.89,822.35,13206,477,0.060935105,Suburban,147291,45499,49914,51541,44115,4208,12070,45.49,45499,111.97,0.529394192,0.095172142,0.010170343,0.089869714,0.049715378,0.052242906,0.154741294
517,24401,3500,STAUNTON,VA,South,South Atlantic,4,4,4,8,4,3,46000.24,10.08333333,86,118,67,100,140,81,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,581.85,882.76,8655,384,0.285714286,Emerging suburban,37222,15838,8497,15997,14361,2817,3879,88.65,15838,33.82,0.861748428,0.099081189,0.002176132,0.007844823,0.012627857,0.007197879,0.717881898
519,84405,4368,SOUTH OGDEN,UT,West,Mountain,8,4,7,9,4,4,42000,12.2275,164,215,196,178,200,211,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1469.28,669.39,12049,354,0.043746911,Suburban,149503,52555,30903,62787,57741,5464,13636,65.44,52555,71.55,0.814565594,0.017150158,0.01016702,0.014829134,0.04513367,0.030463324,0.146759597
520,29483,2400,SUMMERVILLE,SC,South,South Atlantic,2,1,5,5,1,5,55000,12.34,118,176,126,109,219,135,Yes,Between 1 and 10,Yes,0,0,1,0,1,1,0,0,1103.42,670.01,17658,538,0.051855422,Suburban,115671,42464,27466,46774,41515,4423,11635,99.03,42464,49.11,0.690786801,0.22887327,0.006233196,0.0163308,0.025668802,0.016413904,0.196609349
529,33406,4663,WEST PALM BEACH,FL,South,South Atlantic,0,1,4,5,1,5,65000,12.686,213,356,256,221,274,271,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1842.99,1398.37,14712,518,0.057760928,Urban,240326,86343,69791,79747,64624,14508,27320,55.3,86343,56.19,0.658185132,0.178707256,0.0119754,0.020967353,0.036760363,0.032208749,0.084248063
535,2301,4000,BROCKTON,MA,Northeast,New England,3,2,2,7,1,4,50000,12.47,453,166,609,507,185,819,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,729.37,1475.57,11253,419,0.108493009,Suburban,143275,50952,43150,53668,46865,6376,11954,65.84,50952,93.63,0.609289827,0.225252138,0.002966324,0.023353691,0.032874078,0.024120741,0.183381609
540,38012,8460,BROWNSVILLE,TN,South,East South Central,3,0,5,3,2,3,41500,11.20666667,44,63,30,57,79,40,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,754.43,1131.97,8852,296,0.050798009,Emerging suburban,11983,4834,3099,4238,3739,842,1206,116.79,4834,60.82,0.382208128,0.572728031,0.001835934,0.001752483,0.024203558,0.011584609,1.559959943
549,37055,4000,DICKSON,TN,South,East South Central,3,2,7,10,2,4,47000,11.525,19,30,24,31,56,39,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,907.2,770.53,17771,552,0.065178888,Emerging suburban,20691,8245,4043,8614,8041,1170,2508,80.03,8245,35.41,0.87144169,0.067710599,0.003624764,0.006766227,0.020012129,0.013826562,1.141365811
550,38261,5000,UNION CITY,TN,South,East South Central,8,0,7,8,5,3,38000,10.44,54,204,52,69,258,66,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,958.44,719.91,14375,376,0.035458318,Emerging suburban,16090,6652,3141,6985,6347,1094,1782,127.42,6652,39.4,0.784711001,0.165755127,0.00149161,0.003293971,0.017137703,0.007366206,1.340522063
551,38351,8000,LEXINGTON,TN,South,East South Central,4,0,5,9,1,4,48000,12.02,21,34,23,23,41,20,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,1,0,0,728.3,486.28,17668,702,0.041163363,Emerging suburban,12249,5053,1829,5081,4769,885,1989,99.59,5053,34.18,0.833455792,0.123520287,0.002204262,0.003755409,0.01682169,0.008707698,1.757612866
553,76010,6222,ARLINGTON,TX,South,West South Central,5,2,8,7,2,4,54997,10.73,332,469,255,286,406,261,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,520.61,479.46,11256,347,0.109016651,Urban,227495,86332,66667,78544,66697,8500,20772,64.58,86332,62.17,0.565317919,0.185190883,0.007890283,0.052264885,0.033197424,0.027000417,0.100934087
557,75067,5054,LEWISVILLE,TX,South,West South Central,4,1,4,9,1,5,53000,11.538,81,93,89,73,71,90,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1297.01,1833.14,15725,633,0.070185165,Suburban,190281,69480,43025,82885,76523,4083,18254,78.75,69480,65.11,0.675317031,0.086992396,0.006090992,0.118624561,0.027864134,0.019775475,0.186303414
560,76067,5000,MINERAL WELLS,TX,South,West South Central,1,3,9,7,1,5,42000,11.51,47,106,40,58,111,44,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,541.43,1182.68,10142,505,0.079879785,Emerging suburban,20199,6763,4885,7900,6450,925,2311,105.24,6763,38.44,0.787514233,0.061141641,0.007574632,0.005000248,0.030903445,0.026911134,0.907916234
561,29407,5000,CHARLESTON,SC,South,South Atlantic,1,2,2,6,1,5,43000,11.93,158,477,197,199,517,302,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1095.01,527.26,10174,277,0.072361547,Suburban,124854,51988,48589,38920,32538,5921,11327,68.27,51988,54.36,0.572340494,0.37819373,0.002627068,0.015033559,0.015080403,0.009983073,0.20598459
569,34207,4004,BRADENTON,FL,South,South Atlantic,4,3,6,9,3,4,45000,10.735,258,461,202,303,368,295,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,271.11,1296.69,11153,366,0.120991736,Suburban,162450,68419,37779,60855,53033,12335,22083,54.77,68419,37.77,0.751948292,0.1229486,0.004136657,0.012945522,0.022727605,0.020067525,0.139095106
570,34236,4410,SARASOTA,FL,South,South Atlantic,2,5,4,11,2,3,39000,10.28666667,452,379,270,402,368,194,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1129.76,361.32,8050,279,0.048827441,Suburban,113322,50343,28473,44545,36594,7786,16602,39.61,50343,36.97,0.812393004,0.105054623,0.003723902,0.014110235,0.013765568,0.009713366,0.267547343
571,33903,4610,N FORT MYERS,FL,South,South Atlantic,3,1,5,6,1,2,42000,13.035,139,316,101,128,397,77,Yes,Greater than 10,No,0,0,1,1,0,0,0,0,106.7,970.73,9632,339,0.090327738,Suburban,99552,40924,22923,37538,33453,9521,13208,73.03,40924,37.35,0.740949454,0.166164417,0.005424301,0.009693427,0.025266347,0.016591731,0.206525233
573,33584,5044,SEFFNER,FL,South,South Atlantic,2,2,4,9,1,3,50000,11.04333333,148,274,188,160,265,222,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2186.81,964.6,14152,617,0.140227273,Suburban,108174,38513,29891,40238,35627,4355,11626,67.15,38513,51.86,0.705992198,0.16997615,0.004788581,0.02907353,0.028172306,0.022226261,0.209116793
575,33952,3800,PORT CHARLOTTE,FL,South,South Atlantic,1,3,7,5,1,3,43000,10.60333333,120,650,86,123,536,56,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1667.73,1048.7,12747,423,0.067047076,Emerging suburban,91188,38555,17376,40966,37360,7875,10976,85.73,38555,33.01,0.860847919,0.081819976,0.002785454,0.01480458,0.017896512,0.009570743,0.261174716
579,34233,4890,SARASOTA,FL,South,South Atlantic,1,1,5,3,3,4,51000,10.965,94,139,76,79,116,58,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,976.71,870.41,8487,341,0.064182195,Suburban,140654,63312,30605,61811,53371,9974,19215,110.33,63312,32.46,0.909735948,0.025075718,0.003021599,0.016146004,0.012367324,0.006302123,0.244571786
584,85009,2953,PHOENIX,AZ,West,Mountain,2,1,6,6,1,4,45000,10.9425,400,362,416,394,333,414,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,559.21,512.2,15337,699,0.080022896,Urban,274232,79969,95094,76344,61935,7833,20630,68.99,79969,115.85,0.484363605,0.091885703,0.029919922,0.021930336,0.066263177,0.076654704,0.051172
589,32534,3400,PENSACOLA,FL,South,South Atlantic,1,2,5,5,1,4,44000,10.5275,148,567,159,188,580,203,No,Greater than 10,Yes,0,0,1,0,0,0,0,1,2017.86,422.71,11091,410,0.125612745,Suburban,110065,43677,32253,39240,34878,7457,12110,79.83,43677,46.88,0.681869804,0.23715986,0.008467724,0.02748376,0.020033427,0.011104243,0.22118748
592,49091,3960,STURGIS,MI,Midwest,East North Central,4,3,3,9,3,3,43000,10.75666667,55,66,41,74,75,48,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,1,0,0,1,0,0,992.44,1566.95,12586,414,0.055810191,Emerging suburban,18287,6766,3694,7316,6704,1048,1896,80.99,6766,44.72,0.84590146,0.012085088,0.00344507,0.009296221,0.031628732,0.030594147,1.113031115
600,46526,5353,GOSHEN,IN,Midwest,East North Central,3,6,6,13,2,4,42000,11.6625,89,395,87,114,408,134,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,528.42,496.92,12864,420,0.07540395,Emerging suburban,57656,19922,12709,24836,22954,1929,4598,92.9,19922,49.38,0.834275704,0.025097128,0.003850423,0.011221729,0.039554262,0.028511194,0.384678091
604,21804,4144,SALISBURY,MD,South,South Atlantic,5,2,4,11,0,4,46000,11.845,312,419,424,273,640,320,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,586.14,286.94,11103,465,0.050129366,Emerging suburban,71970,26909,24166,23604,19923,4084,6823,87.23,26909,51.76,0.626636098,0.29135751,0.002459358,0.028136724,0.02226021,0.015570999,0.329401139
605,90302,4086,INGLEWOOD,CA,West,Pacific,5,2,11,7,1,5,0,12.578,442,182,904,470,239,1190,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,553.01,1078.34,15677,364,0.035616438,Superurban,141681,52853,50434,45346,38172,5903,12904,21.42,52853,154.02,0.252673259,0.468961964,0.006140555,0.035918719,0.032637693,0.030272643,0.196123686
606,64801,4200,JOPLIN,MO,Midwest,West North Central,8,5,9,17,0,4,46000,10.52,161,522,100,217,599,133,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,730.82,656.31,14695,588,0.127327848,Emerging suburban,62866,23032,13083,25796,23514,3268,8261,94.22,23032,40.18,0.885327522,0.027073458,0.019581332,0.01453886,0.020970823,0.036905175,0.315957751
607,65584,5040,ST ROBERT,MO,Midwest,West North Central,2,3,7,10,1,4,39000,10.44,16,19,28,21,27,38,Unable to determine,Greater than 10,Yes,0,0,1,0,0,0,0,0,1730.06,1177.55,11551,389,0.052207757,Emerging suburban,25817,8922,5448,11345,9371,890,1876,141.79,8922,65.14,0.709261339,0.150908316,0.008056707,0.035441763,0.031719345,0.020399014,0.909788124
609,76710,10000,WACO,TX,South,West South Central,2,3,4,7,4,5,47000,13.324,275,880,445,273,555,284,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1356.53,1296.53,14720,427,0.064814815,Suburban,122113,45112,42647,36444,31812,5587,12055,58.3,45112,52.15,0.59363049,0.200609272,0.006813361,0.017942398,0.02939351,0.023785246,0.152891175
611,77803,5788,BRYAN,TX,South,West South Central,2,5,7,11,1,4,54000,11.04,337,620,384,257,507,214,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1331.2,937.44,16833,610,0.159393781,Suburban,92960,33070,37646,28576,22763,3300,5761,59.79,33070,55.56,0.648827453,0.158530551,0.005314114,0.042136403,0.02936196,0.024100393,0.182960413
621,77708,4000,BEAUMONT,TX,South,West South Central,4,6,7,12,3,4,44000,11.0875,192,489,161,207,480,162,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,724.85,561.97,10666,312,0.039654296,Emerging suburban,71911,30254,18911,25481,21244,3764,8632,56.94,30254,60.29,0.480524537,0.403331896,0.004422133,0.030857588,0.020195677,0.011667879,0.386116171
634,47803,5000,TERRE HAUTE,IN,Midwest,East North Central,1,3,3,7,1,4,44000,11.8825,33,66,29,52,120,40,No,Greater than 10,Unable to determine,0,0,1,0,0,0,0,0,1107.28,384.33,12926,408,0.0436457,Emerging suburban,57299,23309,16292,20783,18953,3292,6428,102.95,23309,44.63,0.856088239,0.084870591,0.003560272,0.020768251,0.017503968,0.010425158,0.39154261
639,30125,8000,CEDARTOWN,GA,South,South Atlantic,3,0,3,7,0,3,50000,15.08333333,38,46,53,40,41,47,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,885.35,206.34,11820,460,0.10056843,Emerging suburban,20960,7446,3909,8143,7345,1427,2458,116.25,7446,41.46,0.707776718,0.124188931,0.003625954,0.008158397,0.037872683,0.035992479,0.843416031
640,39090,4095,KOSCIUSKO,MS,South,East South Central,1,0,8,8,1,4,50000,10.22,74,265,61,100,365,100,No,Greater than 10,No,0,0,0,0,0,0,1,0,839.53,631.76,10449,458,0.054922653,Emerging suburban,11125,4296,2757,3698,3090,1103,1032,142.98,4296,52.8,0.515505618,0.460674157,0.00341573,0.004044944,0.019320298,0.019553073,1.514966292
642,17404,5135,YORK,PA,Northeast,Middle Atlantic,3,4,7,9,1,3,43000,10.81,235,119,95,262,106,107,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,2139.1,668.1,13317,461,0.091759554,Suburban,162403,63070,41065,67318,61249,8424,13964,98.52,63070,77.18,0.777202392,0.117202268,0.003097233,0.019543974,0.022070715,0.0135088,0.170052277
