STORE_NO,REVENUE_2013,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
333,559540,61111,4000,LOVES PARK,IL,Midwest,East North Central,4,0,3,5,2,3,43000,11.42333333,166,198,102,217,227,176,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,184.12,499.96,8586,298,0.073507647,Suburban,133883,53826,33830,49800,44869,7981,15926,69.49,53826,51.2,0.779083229,0.126976539,0.003391021,0.021332059,0.022516999,0.014602608,0.182741648
336,835822,63401,4830,HANNIBAL,MO,Midwest,West North Central,1,1,2,5,1,4,48000,11.25,75,173,64,73,187,55,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,714.83,350.51,11732,351,0.121790423,Emerging suburban,20644,8251,4495,7815,6932,1867,2358,81.78,8251,39.79,0.898566169,0.063408254,0.001937609,0.006055028,0.022785117,0.012846928,1.014192986
342,734561,8234,4250,EGG HARBOR TWNSHP,NJ,Northeast,Middle Atlantic,1,4,2,9,1,4,48000,11.9475,183,203,177,224,251,266,No,Between 1 and 10,Yes,0,0,0,1,0,0,0,0,362.83,601.97,10696,264,0.056146321,Emerging suburban,79785,28152,19611,32604,29105,4085,7174,61.69,28152,105.24,0.592630194,0.18513505,0.004775334,0.090079589,0.032253481,0.026037227,0.33917403
343,1255064,8360,5500,VINELAND,NJ,Northeast,Middle Atlantic,3,0,2,7,2,5,53000,13.334,484,312,877,509,303,955,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1079.11,525.92,13049,459,0.098624839,Emerging suburban,80873,28999,23632,29045,25582,4968,6619,98.2,28999,98.62,0.660566567,0.169376677,0.007926007,0.01400962,0.032449395,0.02769061,0.286263648
346,633528,23669,5000,HAMPTON,VA,South,South Atlantic,0,5,8,11,2,5,41000,11.096,121,194,144,170,310,203,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,512.27,392.72,9377,269,0.055202134,Suburban,135109,54444,40685,48001,42613,6667,14584,45.47,54444,67,0.395206833,0.528506613,0.004485268,0.020094886,0.020663434,0.012655205,0.175658172
350,680328,48127,5000,DEARBORN HEIGHTS,MI,Midwest,East North Central,3,6,2,15,2,4,45000,12.21,284,381,110,284,440,178,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,2481.03,333.81,7996,378,0.09192607,Urban,196859,77231,58185,67609,61234,12243,18439,49.04,77231,68.61,0.565572313,0.3851894,0.003535525,0.012308302,0.028317645,0.018477036,0.11825723
361,798192,44035,4500,ELYRIA,OH,Midwest,East North Central,1,1,4,5,1,4,44000,11.4825,103,128,55,100,140,58,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,948.32,760.69,10025,417,0.071921352,Emerging suburban,79437,31628,18429,34081,31559,4162,7289,65.04,31628,45.86,0.857761497,0.091607186,0.002693959,0.008900135,0.019919059,0.009896294,0.309415008
363,1216493,44906,5964,MANSFIELD,OH,Midwest,East North Central,0,1,5,3,1,6,51000,12.72,102,245,69,153,299,85,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1214.73,1066.56,16392,804,0.1083704,Emerging suburban,55295,24095,11534,22933,21191,3772,6568,56.19,24095,43.41,0.808861561,0.143539199,0.002369111,0.009603038,0.016683959,0.007719444,0.40349037
364,804663,44052,5000,LORAIN,OH,Midwest,East North Central,2,2,3,7,2,4,44000,10.9375,330,320,219,316,352,158,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,238.62,684.79,11196,469,0.066676144,Emerging suburban,75593,30412,19920,27335,23740,4881,7795,32.15,30412,58.44,0.711573823,0.154445517,0.004921091,0.003889249,0.023411811,0.015322899,0.262563994
365,937028,44123,4424,EUCLID,OH,Midwest,East North Central,4,0,6,11,1,4,48000,12.01,223,176,142,269,211,126,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,657.81,1016.86,12807,661,0.21461039,Suburban,84956,38999,28842,25475,22602,5792,9284,20.75,38999,70.04,0.490912943,0.474280804,0.002036348,0.00825133,0.015615785,0.006743763,0.26340694
371,719112,27610,6042,RALEIGH,NC,South,South Atlantic,4,1,5,10,3,4,42000,11.1375,458,757,595,528,699,564,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,991.31,1354.5,13859,431,0.045483326,Suburban,139933,53195,48249,42504,34317,7630,13793,52.85,53195,62.17,0.463507536,0.412676066,0.005209636,0.022703723,0.025321929,0.019174735,0.191012842
372,776983,27704,4115,DURHAM,NC,South,South Atlantic,2,3,5,9,3,5,45000,11.2,428,530,323,506,504,435,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,828.08,415.76,11797,336,0.049630724,Suburban,132019,50591,47988,41299,33491,5927,11056,75.36,50591,64.21,0.404388762,0.421083329,0.005605254,0.038085427,0.025755569,0.017256034,0.180367977
377,859216,31313,4273,HINESVILLE,GA,South,South Atlantic,4,2,6,5,0,5,47000,11.842,66,436,98,75,524,112,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,758.67,689.06,10737,357,0.047612697,Emerging suburban,44567,16273,9368,17709,15295,1040,4287,225.82,16273,66.3,0.443153006,0.431687123,0.00634999,0.024861445,0.029066552,0.013949487,0.43435726
378,564870,31520,5561,BRUNSWICK,GA,South,South Atlantic,2,6,4,9,2,3,42000,11.01666667,328,916,264,453,959,333,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,645.28,867.38,9794,285,0.115244642,Emerging suburban,29523,11300,7512,9660,8332,1585,3920,32.41,11300,57.45,0.405954679,0.493716763,0.003014599,0.010906751,0.030530974,0.020530974,0.566405853
379,1131319,31601,5500,VALDOSTA,GA,South,South Atlantic,3,2,6,8,2,6,48000,10.74,425,606,236,363,659,143,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1307.33,574.36,14288,1013,0.753159851,Emerging suburban,69454,26572,24092,21726,19700,3311,6479,95.67,26572,56.39,0.477769459,0.463126674,0.003556311,0.016701702,0.020359777,0.012042752,0.284720822
382,1071854,31701,4600,ALBANY,GA,South,South Atlantic,3,1,4,9,0,5,50000,11.476,458,1042,736,453,893,528,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,769.83,1046.57,15657,595,0.109920562,Emerging suburban,79066,30261,24807,23445,18807,4274,8912,105.57,30261,63.9,0.299800167,0.666607644,0.002251284,0.009156907,0.02514788,0.016622055,0.228947968
384,786969,31206,7200,MACON,GA,South,South Atlantic,1,2,5,7,0,5,46000,10.714,400,798,268,421,926,432,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1048.42,522.37,14159,448,0.084448633,Emerging suburban,91807,35556,31640,24915,20775,5872,8878,76.4,35556,61.87,0.315030444,0.644471555,0.002200268,0.009095167,0.029024637,0.022837215,0.193721612
385,533753,31030,4000,FT VALLEY,GA,South,South Atlantic,1,6,5,7,2,2,38000,10.365,61,109,33,78,111,45,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,1156.32,394.28,7455,333,0.138059702,Emerging suburban,16481,5601,5750,5637,4875,673,1243,122.24,5601,65.49,0.326557855,0.613615679,0.0032765,0.004429343,0.026066774,0.018746652,1.087858746
391,862928,31088,5000,WARNER ROBINS,GA,South,South Atlantic,0,2,7,6,1,4,44000,10.79,347,818,450,320,703,391,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1293.92,484.74,13163,416,0.141016949,Suburban,103592,39829,25316,41275,37352,3770,10419,89.26,39829,55.22,0.599582979,0.308257394,0.003629624,0.02591899,0.024404329,0.014286073,0.221735269
399,628316,27320,4000,REIDSVILLE,NC,South,South Atlantic,3,5,4,11,1,4,41000,10.7525,119,333,100,147,385,160,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,232.77,464.36,12716,356,0.054260021,Emerging suburban,25774,10768,5459,11498,10118,1871,2431,92.88,10768,46.35,0.628773182,0.307945992,0.003259098,0.005509428,0.015601783,0.010494057,0.815278963
401,861570,27292,6000,LEXINGTON,NC,South,South Atlantic,0,1,2,4,0,4,49880.43,12.4375,206,471,121,335,731,207,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,600.51,472.96,13500,470,0.066104079,Emerging suburban,36862,14590,7710,15183,13378,2869,3864,79.62,14590,40.71,0.717324074,0.164288427,0.005669796,0.027290977,0.02111035,0.015078821,0.532201183
403,742719,27105,5055,WINSTON SALEM,NC,South,South Atlantic,4,1,3,7,2,6,50000,10.96833333,487,772,393,440,627,323,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,1299.14,697.66,12295,491,0.239045764,Suburban,96522,37894,35910,27540,21992,6019,8545,55.87,37894,61.35,0.407513313,0.463914962,0.004579267,0.014908518,0.021744867,0.017733678,0.239448002
405,858889,27030,3200,MOUNT AIRY,NC,South,South Atlantic,1,0,5,5,2,4,46000,11.2225,59,138,45,54,118,42,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1011.49,1258.7,14499,576,0.114353782,Emerging suburban,28389,11920,4941,13386,11811,2122,2824,87.89,11920,31.11,0.87139385,0.053400965,0.002430519,0.008242629,0.017114094,0.009899329,0.696783966
407,698678,27801,4320,ROCKY MOUNT,NC,South,South Atlantic,0,1,2,7,1,4,45000,11.5575,423,699,484,449,857,550,Yes,Greater than 10,Unable to determine,0,0,0,0,1,0,0,0,-13.53,817.74,8985,438,0.077085533,Emerging suburban,43593,17757,13316,14154,11525,3322,4065,79.81,17757,63.62,0.298258895,0.664670933,0.005000803,0.006583626,0.023145802,0.016613167,0.420916202
410,752375,27534,4600,GOLDSBORO,NC,South,South Atlantic,1,0,4,4,1,4,43000,11.855,118,518,130,160,585,243,No,Between 1 and 10,Yes,0,0,0,0,1,1,0,0,938.14,819.55,11310,477,0.048827925,Emerging suburban,49231,20242,11856,18391,15542,3240,5977,86.55,20242,60.58,0.462046272,0.461497837,0.003514046,0.017732729,0.018525837,0.01017686,0.439540127
411,866508,28303,6525,FAYETTEVILLE,NC,South,South Atlantic,4,0,4,5,2,4,43000,11.06,163,411,175,183,492,147,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,878.23,790.01,11125,351,0.052372426,Suburban,108288,47236,30457,36644,28858,5894,13245,61.57,47236,62.28,0.433362884,0.449384973,0.011570996,0.026641918,0.016534,0.008235244,0.22165891
412,751068,27577,4000,SMITHFIELD,NC,South,South Atlantic,3,2,5,13,2,4,46000,10.8375,62,86,44,77,102,53,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,993.41,1457.66,10579,377,0.066373239,Emerging suburban,34941,12753,7405,14156,12217,2553,3249,123.19,12753,50.8,0.602959274,0.237400189,0.005151541,0.004321571,0.032776602,0.022582922,0.549326007
413,731727,28540,3600,JACKSONVILLE,NC,South,South Atlantic,3,2,3,15,1,4,45000,11.5775,32,104,36,49,122,52,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,985.52,488.19,10139,379,0.047787164,Emerging suburban,61683,23352,12203,27143,22743,1749,5201,39.39,23352,53.34,0.628260623,0.237958595,0.006890067,0.026944215,0.021411442,0.009463858,0.316926868
414,481021,28677,4000,STATESVILLE,NC,South,South Atlantic,2,3,9,3,1,3,49992.8,11.61666667,149,364,76,181,411,89,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,721.28,479.08,9679,312,0.064210743,Emerging suburban,43798,17235,9304,18176,16443,3127,4465,87.59,17235,46.55,0.659253847,0.245216677,0.003173661,0.017443719,0.022106179,0.013577024,0.502443034
415,827947,27203,5500,ASHEBORO,NC,South,South Atlantic,5,0,9,7,1,4,44000,10.5975,117,468,114,116,462,126,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1089.93,543.51,10292,465,0.067489115,Emerging suburban,40234,15938,8319,17382,15459,2710,3008,74.64,15938,41.8,0.742829448,0.097529453,0.007431526,0.012278173,0.029363785,0.012925085,0.474573744
417,872632,28806,6000,ASHEVILLE,NC,South,South Atlantic,1,4,9,6,2,4,45000,10.2275,109,424,131,152,455,205,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,1,653.06,627.91,11888,476,0.33310007,Emerging suburban,88797,38863,24188,31819,27616,4707,13265,78.5,38863,37.84,0.809486807,0.113145714,0.004211854,0.010214309,0.013972159,0.008491367,0.266675676
422,847425,32211,4500,JACKSONVILLE,FL,South,South Atlantic,3,1,6,10,2,4,43000,11.0775,259,301,158,370,419,235,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1520.76,815.3,12899,403,0.210994764,Suburban,163408,64416,53299,54083,45078,7648,17348,51.59,64416,55.21,0.552573925,0.348807892,0.004265397,0.033547929,0.022137357,0.013971684,0.134356947
424,750252,70634,10000,DERIDDER,LA,South,West South Central,1,2,3,5,1,3,48000,11.58,77,336,104,69,367,82,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1458.95,1641.57,12147,451,0.072090793,Emerging suburban,17794,6852,3165,7933,7221,1027,1678,87.39,6852,45.44,0.709846016,0.222771721,0.009553782,0.01270091,0.024664332,0.01619965,1.239294144
425,721484,70601,6210,LAKE CHARLES,LA,South,West South Central,2,1,2,6,1,4,44000,10.8475,492,894,371,439,854,317,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1170.22,612.05,9330,323,0.042394015,Emerging suburban,66733,27242,19148,22174,19255,4142,7556,58.66,27242,58.18,0.428198942,0.52208053,0.004270751,0.009995055,0.022171647,0.012774393,0.318058532
426,562008,71291,6793,WEST MONROE,LA,South,West South Central,2,0,3,4,3,3,40000,11.63,104,372,86,101,226,65,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,719.32,698.89,8738,320,0.0429127,Emerging suburban,72039,29227,20116,21976,18618,3898,9930,97.11,29227,49.8,0.558197643,0.409542054,0.002928969,0.00810672,0.022000205,0.015875731,0.283041131
427,748063,71270,6000,RUSTON,LA,South,West South Central,2,2,6,9,3,5,41000,10.596,83,167,65,93,119,50,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,872.86,454.86,10302,338,0.045036642,Emerging suburban,32888,12136,14997,8744,7922,1371,2417,86.99,12136,60.71,0.450468256,0.499209438,0.002493311,0.02402092,0.014584707,0.010382334,0.586840185
428,699101,71301,5000,ALEXANDRIA,LA,South,West South Central,5,3,6,11,2,4,43000,10.845,203,369,134,242,409,154,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,641.37,296.96,7713,357,0.079847909,Emerging suburban,70066,27650,20372,21955,17885,4846,7932,93.1,27650,57.26,0.450974795,0.503453886,0.004809751,0.016841264,0.023074141,0.015370705,0.316087689
429,781997,32726,4769,EUSTIS,FL,South,South Atlantic,1,4,7,4,3,4,42000,11.505,78,233,51,93,261,59,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,544.84,709.29,12286,473,0.072534887,Emerging suburban,50603,21297,9535,23236,20472,4205,5432,36.72,21297,34.85,0.796514041,0.137462206,0.004228998,0.013773887,0.017467249,0.013147392,0.462126751
430,718074,85712,4000,TUCSON,AZ,West,Mountain,5,8,11,14,4,4,41000,10.245,395,856,480,414,769,482,No,Greater than 10,Yes,0,0,1,0,0,0,0,0,888.54,871.6,18584,352,0.044880785,Urban,127465,57676,48265,37149,31743,5713,17415,31.59,57676,75.09,0.75683521,0.049111521,0.021017534,0.04071706,0.014095985,0.009050558,0.18718864
432,797994,85042,4183,PHOENIX,AZ,West,Mountain,4,0,5,7,3,3,42000,11.84,379,616,628,343,567,583,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,714.64,888.33,15426,551,0.070289578,Suburban,100512,29674,32988,30766,26444,2920,6573,30.96,29674,119.3,0.434077523,0.161403614,0.025071633,0.018793776,0.066792478,0.078486217,0.156498727
434,1025866,80030,5390,WESTMINSTER,CO,West,Mountain,8,3,6,14,1,5,47000,11.604,149,171,249,135,158,276,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2073.42,1432.83,14634,621,0.083255128,Urban,223242,85225,60212,82096,73296,9067,25012,58.68,85225,85.57,0.744358141,0.017496708,0.016645613,0.028928248,0.031364036,0.026987386,0.098552244
437,947709,32808,4840,ORLANDO,FL,South,South Atlantic,1,2,6,5,1,4,0,11.2625,688,906,675,670,866,631,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1362.73,1073.87,13069,408,0.439655172,Urban,212975,81681,76884,63517,51956,7854,22944,57.2,81681,63.79,0.407437493,0.469684235,0.004141331,0.03762883,0.029553997,0.023236738,0.103157648
438,644820,32304,4250,TALLAHASSEE,FL,South,South Atlantic,2,1,3,10,0,4,45000,12.9,335,900,530,373,705,430,Yes,Greater than 10,Yes,1,0,0,0,0,1,0,0,674.55,524.39,13382,359,0.10605613,Suburban,119693,47598,70135,23520,21091,3531,7709,57.94,47598,54.01,0.519420518,0.412488617,0.002581605,0.024738289,0.01237447,0.007374259,0.14808719
439,774496,36606,4320,MOBILE,AL,South,East South Central,2,5,7,13,1,5,48000,11.944,177,339,129,201,339,160,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1387.66,1440.95,12034,308,0.204108681,Suburban,116421,47408,38380,32686,24475,7821,13601,52.49,47408,61.61,0.354223035,0.606565826,0.002946204,0.014275775,0.021852852,0.015799021,0.183652434
446,519224,36206,5400,ANNISTON,AL,South,East South Central,1,4,5,11,4,4,48000,11.015,193,380,155,206,389,175,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,489.93,509.37,9072,269,0.058338755,Emerging suburban,32630,13317,7235,12763,10700,2208,4039,63.47,13317,58.05,0.602727551,0.355439779,0.004443763,0.006251915,0.021326125,0.012990914,0.58584125
449,551198,32446,4500,MARIANNA,FL,South,South Atlantic,1,0,2,2,3,3,40000,10.70666667,33,40,25,39,47,27,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1044.53,523.41,9555,277,0.051814441,Emerging suburban,11841,4789,3036,4515,3933,1068,968,82.39,4789,45.05,0.648424964,0.302508234,0.005404949,0.008951947,0.019628315,0.009605346,1.863778397
452,797021,35055,4900,CULLMAN,AL,South,East South Central,6,1,8,10,1,4,60000,10.4225,46,98,44,42,123,43,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,482.73,663.2,13223,402,0.132106474,Emerging suburban,26714,10817,4879,11663,10382,2007,3082,87.44,10817,29.89,0.93314367,0.006588306,0.00400539,0.008010781,0.016825368,0.010538966,0.834768286
454,499906,35976,4600,GUNTERSVILLE,AL,South,East South Central,3,1,5,8,2,3,37000,9.683333333,73,219,70,59,158,55,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,615.39,516.02,11210,262,0.039499472,Emerging suburban,32009,11876,6541,12906,11152,2347,3102,87.94,11876,37.58,0.798181761,0.033584304,0.007497891,0.007591615,0.028039744,0.028544965,0.586491299
455,802514,36067,4015,PRATTVILLE,AL,South,East South Central,4,2,3,7,2,4,41000,12.0325,38,131,61,29,126,50,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,917.6,968.57,9656,402,0.222345133,Emerging suburban,48658,18191,9324,21323,19630,2736,4777,91.96,18191,46.09,0.771856632,0.175449053,0.004295286,0.012310411,0.022758507,0.011214337,0.53547207
456,828492,35501,4800,JASPER,AL,South,East South Central,1,0,4,3,1,4,47000,11.5075,23,38,22,18,33,18,Yes,Greater than 10,No,0,0,1,0,0,1,0,0,687.03,374.43,11223,391,0.088461539,Emerging suburban,23669,9551,4473,9913,8983,1998,2986,97.31,9551,33.01,0.866027293,0.088385652,0.003548946,0.005788162,0.018113287,0.0097372,0.942118383
457,756928,35042,9100,CENTREVILLE,AL,South,East South Central,1,2,6,4,1,4,44000,10.91,81,48,74,91,46,84,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,970.93,455.23,11338,387,0.042443518,Rural,12711,4145,3239,5103,3923,742,1560,354.44,4145,41.51,0.645897254,0.331523877,0.002832193,0.001258752,0.021954162,0.013992762,1.334985446
458,796022,35010,4472,ALEXANDER CITY,AL,South,East South Central,2,2,6,5,3,4,43000,10.5175,32,30,36,36,39,37,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,1145.39,805.35,10052,386,0.076254445,Emerging suburban,16011,6427,3866,6186,5424,1192,1660,91.41,6427,52.86,0.581475236,0.358003872,0.002748111,0.00849416,0.016804108,0.012447487,1.216663544
460,853343,36092,5032,WETUMPKA,AL,South,East South Central,5,0,3,11,1,4,55000,10.9925,30,48,28,26,45,27,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,740.23,519.59,8892,339,0.191417278,Emerging suburban,13251,4733,2473,5900,5061,1154,1425,79.09,4733,43.48,0.733454079,0.222473776,0.004754358,0.010489774,0.023241073,0.012254384,1.799939627
463,873323,77017,4500,HOUSTON,TX,South,West South Central,1,2,3,6,2,4,46000,11.5925,329,336,573,391,402,769,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,881.87,728.21,7890,425,0.058644957,Urban,311809,95908,89108,108613,85462,11860,21184,72.11,95908,75.97,0.543040772,0.153719104,0.007334618,0.027808691,0.062643367,0.057398757,0.048584229
464,627452,77471,5000,ROSENBERG,TX,South,West South Central,NA,NA,NA,NA,NA,NA,NA,NA,153,302,252,168,389,248,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1147.29,619.02,9061,311,0.108627314,Emerging suburban,64436,20522,14274,27747,23462,2182,4297,120.12,20522,70.8,0.606850208,0.15775343,0.005866286,0.037044509,0.048143456,0.037277069,0.404215035
465,928068,77039,4000,HOUSTON,TX,South,West South Central,4,2,2,8,2,4,44000,11.7625,347,523,626,295,325,344,No,Greater than 10,Yes,0,0,0,0,1,1,0,0,460.84,585.15,11303,396,0.055869075,Suburban,126159,36271,33503,42413,33404,5495,10483,57.22,36271,73.01,0.444748294,0.271570003,0.009234379,0.010272751,0.067271374,0.081139202,0.115108712
466,868247,77067,3575,HOUSTON,TX,South,West South Central,4,3,5,7,3,4,43000,11.2175,351,538,416,308,643,493,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,794.69,1017.28,9400,406,0.084232365,Urban,136599,42531,38789,48339,40083,3155,11694,33.15,42531,78.1,0.368157893,0.318223413,0.006537383,0.097131019,0.05873363,0.052738003,0.156597047
470,1011383,77566,5250,LAKE JACKSON,TX,South,West South Central,0,0,2,3,0,4,47000,11.265,21,25,16,35,33,15,Yes,Between 1 and 10,No,0,0,0,0,0,0,0,0,1055.37,426.05,11744,491,0.1455246,Emerging suburban,47385,17616,9741,21624,19440,1780,3727,52.62,17616,54.64,0.799409096,0.066202385,0.006542155,0.021842355,0.028837421,0.014929609,0.663564419
487,831241,75115,4015,DE SOTO,TX,South,West South Central,1,4,6,7,1,4,49000,10.7125,255,481,433,191,449,310,No,Greater than 10,No,0,0,0,1,0,0,0,0,797.97,960.91,12860,355,0.064604186,Suburban,206294,71272,57246,70998,62101,9809,19476,105.59,71272,78.5,0.228319777,0.641269257,0.004416028,0.006839753,0.038851162,0.035189135,0.100681552
491,702323,75074,4030,PLANO,TX,South,West South Central,3,4,7,9,3,4,44000,11.1575,175,171,264,160,181,198,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,446.28,866.36,9432,383,0.055515292,Suburban,132479,46053,27791,61278,56589,4397,9370,44.58,46053,64.13,0.649287812,0.099306305,0.005381985,0.130028155,0.037304844,0.025275226,0.26828403
492,736041,76033,4125,CLEBURNE,TX,South,West South Central,3,0,9,3,2,4,55000,12.25,109,252,188,102,198,148,No,Greater than 10,Yes,0,0,0,0,0,0,0,1,1108.56,2058.68,9758,426,0.053064275,Emerging suburban,46921,16502,8266,20320,17364,2196,5383,129.92,16502,41.98,0.826090663,0.039662411,0.007523284,0.006947849,0.03538965,0.025087868,0.472858635
493,716002,75069,4844,MC KINNEY,TX,South,West South Central,1,6,6,7,5,4,45000,10.75,117,195,118,111,182,105,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,769.67,818.62,10360,234,0.02474881,Suburban,122765,40756,20483,59116,53823,2767,8681,106.79,40756,56.06,0.751460107,0.09806541,0.007942003,0.03730705,0.037344195,0.023113161,0.286164624
494,671586,75061,6349,IRVING,TX,South,West South Central,6,5,7,11,1,3,41000,11.29,159,200,246,146,179,220,Yes,Greater than 10,Yes,1,0,0,0,0,1,0,0,1008.26,1594.77,7945,319,0.05352349,Suburban,166617,57167,43640,64870,56268,4800,13265,44.41,57167,68.23,0.56667687,0.114892238,0.010323076,0.061788413,0.045533262,0.036227194,0.124471092
496,803336,75041,4000,GARLAND,TX,South,West South Central,9,3,13,13,4,5,46000,11.004,202,279,228,199,234,187,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,299.16,470.35,9442,397,0.056617228,Urban,183244,63206,47073,70831,59485,7035,14220,42.03,63206,61.07,0.581863526,0.16418,0.008322237,0.040890834,0.045217226,0.039774705,0.119774727
501,1079568,78217,6500,SAN ANTONIO,TX,South,West South Central,4,9,6,11,1,3,48000,10.41666667,169,388,264,169,382,273,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1508.28,809.11,14954,534,0.125205158,Suburban,122300,45233,29611,46227,41890,4879,15439,36.07,45233,60.78,0.731888798,0.096917416,0.00681112,0.027612429,0.027723123,0.016669246,0.206794767
502,879701,78237,5520,SAN ANTONIO,TX,South,West South Central,5,8,6,15,1,4,50000,11.49,529,604,522,449,505,396,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,750.04,664.25,10096,599,0.290917921,Urban,148937,45137,41176,49787,38645,8054,12164,27.79,45137,69.14,0.721862264,0.025238859,0.01326064,0.003182554,0.059485566,0.06108071,0.079865984
